,122_WIND_1,N_106,N_105,Network_Line_Out_N_118_N_121_cac1,N_103,N_118,Network_Line_Out_N_109_N_111_cac1,N_119,N_114,Network_Line_Out_N_101_N_102_cac1,N_104,N_101,N_113,Network_Line_Out_N_115_N_116_cac1,N_120,N_102,113_PV_1,N_116,N_115,N_108,Network_Line_Out_N_106_N_108_cac1,N_110,N_107,104_PV_1,Network_Line_Out_N_103_N_124_cac1,N_109,Network_Line_Out_N_117_N_118_cac1,102_PV_1,102_PV_2,119_PV_1
01-03 14:00:00+01:00,0.003155487,0.0130795,0.014975872,0.002466062,0.016320211,0.012371216,0.000129573,0.012784153,0,0.00958524,0.011135209,0.010513159,0.010379449,0.005447472,0.01023032,0.008978898,0.001437823,0.01037422,0.009542801,0.009261046,0.000137752,0.008171157,0.008522962,0.001136939,0.010199091,0.007645653,0.000108691,0.003758487,0.003680762,0.000258757
01-03 15:00:00+01:00,0.003836279,0.013344453,0.014574406,0.00247557,0.015874088,0.012559455,0.000146091,0.012739987,0,0.009604868,0.010889672,0.009969343,0.010404951,0.005466044,0.010022925,0.009209916,0.000761766,0.010486834,0.0095349,0.009514844,0.000137854,0.008511823,0.008523578,0.000393091,0.010194442,0.007858915,0.000105374,0.002384351,0.002335043,7.79E-05
01-03 16:00:00+01:00,0.005212169,0.014350619,0.016326255,0.003705219,0.015852458,0.01314961,0.003563296,0.013705826,0,0.011166563,0.010803597,0.009797936,0.010516769,0.006522415,0.010382452,0.010318802,0.000109941,0.011046653,0.009652642,0.009248589,1.78E-05,0.009654626,0.009204022,3.02E-05,0.007902244,0.008276087,0.002284602,0.000820343,0.000803379,1.36E-05
01-03 17:00:00+01:00,0.007016207,0.016300147,0.018528231,0.0156305,0.016713835,0.014562252,0.00777584,0.013748345,0,0.011897888,0.011830995,0.010049497,0.011540786,0.006770453,0.011406723,0.010981054,0,0.011018011,0.009615371,0.009286996,0.000183015,0.009741604,0.009986118,0,0.004837241,0.008612817,0.007695717,0.000146055,0.000143035,0
01-03 18:00:00+01:00,0.009741281,0.016376688,0.0185039,0.017186554,0.017653172,0.01325984,0.007516514,0.013361295,0,0.011165724,0.011851317,0.011126647,0.01149959,0.006031486,0.011390525,0.010950251,0,0.010742008,0.009516859,0.010221483,0.000185831,0.009507245,0.009885391,0,0.004930451,0.008463159,0.007435611,0,0,0
01-03 19:00:00+01:00,0.011181674,0.015944914,0.018710715,0.014974458,0.01772685,0.012354257,0.003301118,0.01316167,0,0.009792945,0.011616483,0.011507072,0.010720788,0.007234833,0.010729592,0.01054982,0,0.010199765,0.009373559,0.011668497,9.30E-06,0.009082016,0.009883235,1.21E-05,0.007760089,0.008092756,0.006969907,0,0,0
01-03 20:00:00+01:00,0.013437229,0.014240058,0.017846957,0.002508536,0.016994127,0.011277393,0.00013388,0.012417024,0,0.009541627,0.010566505,0.011679712,0.00964969,0.005435515,0.009586221,0.010010778,0,0.009891214,0.009168414,0.012194259,0.000165545,0.008236391,0.009651286,0,0.0101987,0.007684938,9.42E-05,0,0,0
01-03 21:00:00+01:00,0.01685156,0.012289876,0.017214345,0.002525373,0.016235492,0.009822355,0.000121659,0.010951361,0,0.009586923,0.008802361,0.011425684,0.008586439,0.005416761,0.008692167,0.009286922,0,0.009246771,0.008932882,0.011940201,0.000179793,0.007009026,0.009246839,0,0.010199111,0.00738001,9.82E-05,0,0,0
01-03 22:00:00+01:00,0.019731749,0.009921004,0.015292178,0.002516798,0.016343418,0.008331704,0.000100505,0.009524954,0,0.00957115,0.007938308,0.010024218,0.008849309,0.005382354,0.007957551,0.008455257,0,0.008679792,0.008642056,0.011051129,0.00029183,0.005962867,0.008718562,0,0.010203929,0.006700937,9.58E-05,0,0,0
01-03 23:00:00+01:00,0.022520729,0.007684934,0.012019627,0.002512202,0.016535611,0.007017422,8.74E-05,0.008165908,0,0.00933234,0.006357674,0.008196083,0.008753185,0.005381104,0.006921211,0.007423377,0,0.007957236,0.008222772,0.009808347,0.000557514,0.005223549,0.008277767,1.21E-05,0.010222422,0.005933939,4.73E-05,0,0,0
01-04 00:00:00+01:00,0.025600507,0.005815873,0.009039052,0.002497387,0.016055691,0.005998217,0.000105746,0.007027664,0,0.009462991,0.005219452,0.006491264,0.007684049,0.005371957,0.005851206,0.006345293,0,0.007479437,0.008021972,0.007734622,0.000756669,0.004704093,0.007680184,1.21E-05,0.010219579,0.005400783,4.30E-05,0,0,0
01-04 01:00:00+01:00,0.02809094,0.004655316,0.007080388,0.002478761,0.015574645,0.005267306,9.06E-05,0.006363394,0,0.009520392,0.00509219,0.005059585,0.006813046,0.005357212,0.005037824,0.005760048,0,0.007367473,0.007767072,0.005787018,0.000645265,0.004447458,0.006468074,0,0.010225454,0.005157589,4.28E-05,0,0,0
01-04 02:00:00+01:00,0.030457496,0.004046252,0.006094973,0.002478112,0.015310125,0.004785685,8.87E-05,0.006044674,0,0.009523003,0.004679425,0.004296269,0.006118598,0.005344853,0.004859013,0.005482826,0,0.007251604,0.007700764,0.004714214,0.000627345,0.004307857,0.004830572,6.05E-06,0.010226413,0.005101467,4.39E-05,0,0,0
01-04 03:00:00+01:00,0.031562739,0.003701486,0.005754336,0.002481193,0.014821643,0.004644929,9.01E-05,0.00605572,0,0.009519104,0.004421288,0.003908446,0.005730178,0.005340772,0.004874576,0.005421222,0,0.007171537,0.007683378,0.004046242,0.000585243,0.004508391,0.004266563,1.21E-05,0.010225583,0.005204357,4.38E-05,0,0,0
01-04 04:00:00+01:00,0.031841852,0.003829056,0.006058476,0.002488082,0.014652658,0.004782293,9.25E-05,0.006343524,0,0.009523958,0.004599897,0.003828908,0.005804723,0.005348292,0.00511786,0.005621437,0,0.007106441,0.007728988,0.003696166,0.000590663,0.004902211,0.004987976,0,0.010225113,0.005514897,4.09E-05,0,0,0
01-04 05:00:00+01:00,0.031620088,0.00483653,0.007445356,0.002526554,0.015203777,0.0055556,0.000186076,0.00718721,0,0.00943648,0.005479779,0.004160007,0.006387353,0.005375564,0.005766723,0.00617588,0,0.007357058,0.007964207,0.003596255,0.00070523,0.005808238,0.004625422,0,0.010203174,0.006302472,3.23E-05,0,0,0
01-04 06:00:00+01:00,0.029899151,0.007073908,0.011058544,0.002619147,0.016138832,0.007388812,0.000102167,0.009761703,0,0.009535134,0.006925362,0.005594152,0.007831178,0.005398184,0.007415402,0.007253964,0,0.008582149,0.008630613,0.003819432,0.000232571,0.007168487,0.006087346,6.05E-06,0.010213333,0.007237835,3.74E-05,0,0,0
01-04 07:00:00+01:00,0.026211192,0.010265115,0.013880966,0.002607195,0.017191502,0.009837618,0.000139732,0.011884039,0,0.009583585,0.008598033,0.007836006,0.009086677,0.005446873,0.009244162,0.00836285,0,0.009435547,0.009226684,0.004776496,0.000137791,0.008350333,0.006472695,0.000526137,0.010196689,0.008068436,7.16E-05,0,0,1.01E-05
01-04 08:00:00+01:00,0.025116799,0.013333986,0.015912624,0.002620664,0.01789223,0.011981171,0.00014093,0.012510176,0,0.009532263,0.01017361,0.009762791,0.010369641,0.005441086,0.010255093,0.009009701,5.83E-07,0.00997063,0.009439734,0.006744601,0.000137801,0.009118257,0.008066457,0.001421174,0.010203157,0.008455676,7.26E-05,0.000171615,0.000168066,5.54E-05
01-04 09:00:00+01:00,0.023678194,0.015172953,0.017056192,0.002598156,0.018148864,0.013154698,0.000133309,0.012908818,0,0.009514445,0.011259716,0.01136896,0.010718826,0.005433332,0.010833131,0.009456335,0.00027121,0.009953054,0.009281735,0.008923686,0.000137761,0.009352616,0.008988707,0.001917073,0.010207074,0.008395813,8.00E-05,0.000750967,0.000735437,0.00019861
01-04 10:00:00+01:00,0.026243503,0.015560242,0.017044026,0.002525445,0.018175226,0.013680411,0.00012932,0.012960964,0.011644496,0.009528586,0.011611493,0.01207925,0.011001314,0.005440461,0.011077368,0.009610347,0.000792893,0.010016196,0.009188181,0.010251586,0.000137754,0.009171411,0.009488645,0.002437163,0.010206413,0.008276087,9.63E-05,0.001932797,0.001892827,0.000293734
01-04 11:00:00+01:00,0.027734806,0.015693045,0.017384663,0.002462884,0.018125431,0.013878825,0.000123348,0.013274043,0.011471558,0.009525675,0.011813111,0.011990464,0.01138581,0.005448992,0.011339073,0.009425533,0.001085372,0.009784457,0.009091623,0.010498378,0.000137743,0.0090796,0.009611858,0.003096346,0.01020465,0.008023539,0.000109395,0.003086633,0.003022802,0.000305746
01-04 12:00:00+01:00,0.03128303,0.01455473,0.016983198,0.002431281,0.01798168,0.013839821,0.000124731,0.01328756,0.012144095,0.009526722,0.011627909,0.011524952,0.011166098,0.005457498,0.011488982,0.009317724,0.00081999,0.009565738,0.009015773,0.010614377,0.000137779,0.008997454,0.009366356,0.002890729,0.010201028,0.007956193,0.000115393,0.003579569,0.003505544,0.000243561
01-04 13:00:00+01:00,0.03274238,0.013599593,0.016180268,0.002418489,0.017453768,0.013794033,0.000130017,0.013480154,0.012297818,0.009524349,0.011074446,0.011248728,0.011203371,0.005458177,0.011208856,0.009579545,0.000560483,0.009427085,0.008861177,0.010071488,0.00016092,0.008693029,0.009078037,0.002334354,0.010196778,0.007800923,0.000118702,0.003639208,0.00356395,0.000239401
01-04 14:00:00+01:00,0.03401037,0.013731088,0.015353006,0.002418831,0.016927884,0.013505738,0.000136719,0.013171275,0.011855865,0.009548302,0.011668621,0.010444103,0.010914998,0.005463774,0.010743567,0.009702754,0.000360609,0.009178421,0.008791365,0.009653421,0.000185336,0.008639875,0.008869191,0.001487697,0.010194546,0.007784086,0.000118658,0.002919887,0.002859504,0.000125007
01-04 15:00:00+01:00,0.034471782,0.013916227,0.015085362,0.002407825,0.016434445,0.013431121,0.000145246,0.013084497,0,0.009534028,0.011573581,0.009843562,0.010811027,0.005469802,0.010647016,0.009841365,0.000135872,0.009263045,0.008940374,0.00988075,0.000189446,0.008941884,0.009004725,0.000580565,0.010194026,0.007943098,0.000114437,0.001835427,0.001797471,3.12E-05
01-04 16:00:00+01:00,0.030789069,0.014848468,0.016666892,0.003677221,0.016336659,0.013872042,0.003462622,0.01394587,0,0.010347611,0.011456164,0.009564872,0.010975811,0.006089656,0.011055453,0.01054982,2.00E-05,0.009544256,0.008842575,0.009651085,7.39E-06,0.010133008,0.009829329,8.47E-05,0.007849562,0.008448194,0.002364016,0.000701065,0.000686567,1.32E-05
01-04 17:00:00+01:00,0.033767502,0.016807809,0.019075684,0.016120819,0.017086506,0.014580907,0.007418613,0.013791904,0,0.010773556,0.012559002,0.009722098,0.011893895,0.005816041,0.011594426,0.010965653,0,0.009602842,0.008760259,0.00940092,0.000187185,0.010277972,0.010498992,0,0.004805694,0.008824209,0.007742711,0.000154575,0.000151378,0
01-04 18:00:00+01:00,0.034424448,0.016844444,0.0188932,0.018086809,0.017912959,0.013193702,0.007095551,0.01327431,0,0.010574645,0.012344197,0.010931194,0.011666336,0.005409252,0.011373374,0.010811641,0,0.009330744,0.008781519,0.010014136,0.000188248,0.009937306,0.010537497,0,0.004974353,0.008680163,0.007319886,0,0,0
01-04 19:00:00+01:00,0.033972693,0.016335474,0.018795875,0.011973005,0.017873079,0.012123622,0.002995674,0.013052633,0,0.009957908,0.011932605,0.011368343,0.01052854,0.004622639,0.010582225,0.010349605,0,0.008889399,0.008629173,0.011333213,3.54E-07,0.009415434,0.010553822,0,0.007882767,0.008248026,0.004901004,0,0,0
01-04 20:00:00+01:00,0.033721242,0.014623422,0.017798294,0.002559039,0.017123007,0.010892436,0.000128449,0.012374917,0,0.009571725,0.01031871,0.011395472,0.009255385,0.005435211,0.009147928,0.009795162,0,0.008526818,0.008368073,0.011765293,0.000205337,0.008540816,0.010198044,1.81E-05,0.010200181,0.007799052,9.10E-05,0,0,0
01-04 21:00:00+01:00,0.034349215,0.012586231,0.017275173,0.0025251,0.016500913,0.009435702,0.000110751,0.011079486,0,0.009599145,0.009245565,0.01106684,0.00810778,0.005417653,0.008260862,0.009148311,0,0.008060086,0.008077732,0.011530958,0.000224254,0.007262714,0.009732607,0,0.010201932,0.007529668,9.73E-05,0,0,0
01-04 22:00:00+01:00,0.033641597,0.010343619,0.015280012,0.002513826,0.016550482,0.008068848,9.32E-05,0.009594858,0,0.009588273,0.008364938,0.009894738,0.008323569,0.005390141,0.007780963,0.008409054,0,0.007480088,0.007905385,0.010707281,0.000339834,0.006247963,0.009221888,1.81E-05,0.010206347,0.006989028,9.53E-05,0,0,0
01-04 23:00:00+01:00,0.032450629,0.008254092,0.012469755,0.002511652,0.016780979,0.007036076,7.88E-05,0.00840903,0,0.009381901,0.006843712,0.008394619,0.008300028,0.00538316,0.006469262,0.007469581,0,0.007116857,0.007568907,0.009565707,0.000485617,0.005465156,0.009150733,1.81E-05,0.0102258,0.00627067,4.61E-05,0,0,0
01-05 00:00:00+01:00,0.030614281,0.005914658,0.009647332,0.002506607,0.016124412,0.006055875,9.18E-05,0.007296051,0,0.009451503,0.005613115,0.006973422,0.007264241,0.005381952,0.005553294,0.006514707,0,0.006866891,0.007415352,0.007919911,0.00071648,0.004817648,0.008104037,6.05E-06,0.010221536,0.005788023,4.16E-05,0,0,0
01-05 01:00:00+01:00,0.029311,0.004659895,0.007773828,0.002481803,0.015590191,0.005219822,8.60E-05,0.006515342,0,0.009537658,0.005357733,0.00552263,0.006363813,0.005364314,0.004919993,0.005929461,0,0.006578519,0.007235038,0.006185622,0.000621443,0.0045398,0.007083524,1.81E-05,0.010226888,0.005556053,4.13E-05,0,0,0
01-05 02:00:00+01:00,0.028213506,0.003796346,0.006411279,0.002479966,0.01524884,0.004773814,8.31E-05,0.006053775,0,0.009538964,0.004880704,0.004473842,0.005628169,0.005348705,0.004558878,0.005606036,0,0.006413178,0.00711131,0.004949587,0.000606797,0.004428661,0.005398584,1.81E-05,0.01022843,0.005402653,4.28E-05,0,0,0
01-05 03:00:00+01:00,0.026777525,0.003675972,0.006119304,0.00248082,0.014569742,0.004370202,8.34E-05,0.005905368,0,0.009537319,0.004562414,0.003923244,0.005214246,0.005343291,0.004396265,0.005467425,0,0.006449631,0.007064545,0.004017955,0.000570729,0.004515639,0.005391499,0,0.010228168,0.005412007,4.35E-05,0,0,0
01-05 04:00:00+01:00,0.025929457,0.003654383,0.006228795,0.002482607,0.014240782,0.004280322,8.44E-05,0.00606755,0,0.009542712,0.004572553,0.003736423,0.0047964,0.005346876,0.004645266,0.005544431,0,0.006547274,0.007097424,0.003628175,0.000584564,0.004737918,0.004698117,1.21E-05,0.010227795,0.005542958,4.25E-05,0,0,0
01-05 05:00:00+01:00,0.023744008,0.004205877,0.007043891,0.002488176,0.014380703,0.004487215,8.61E-05,0.006173508,0,0.009551856,0.005074894,0.003661817,0.004768936,0.005355597,0.004596355,0.00579085,0,0.006674209,0.007205839,0.003433025,0.000581739,0.005160731,0.005420146,1.21E-05,0.010227291,0.005801118,3.96E-05,0,0,0
01-05 06:00:00+01:00,0.020481455,0.005631388,0.009270198,0.00249776,0.014764188,0.005180818,9.07E-05,0.007187056,0.008262596,0.00956346,0.005825391,0.004019429,0.004906256,0.005379257,0.00480375,0.006206683,0,0.006970393,0.00736245,0.003418233,0.000610565,0.005977363,0.005102873,6.05E-06,0.010224054,0.006321179,3.58E-05,0,0,0
01-05 07:00:00+01:00,0.017034694,0.00753643,0.010900391,0.002538047,0.015245235,0.006432354,0.000162225,0.008106185,0.008570042,0.009323213,0.00693331,0.004934421,0.005430035,0.005400462,0.005356697,0.006699521,0,0.007461861,0.007546126,0.003640631,0.000598576,0.006861646,0.006156037,0.00061685,0.010212285,0.007211644,3.75E-05,0,0,1.24E-05
01-05 08:00:00+01:00,0.013752229,0.0093525,0.01306587,0.002540427,0.015705778,0.007995926,8.35E-05,0.00881314,0.008089658,0.009496028,0.008619552,0.005917236,0.006289267,0.00540298,0.006455605,0.007099952,0,0.007875216,0.007907068,0.003988371,0.000256076,0.007584051,0.007628742,0.001765885,0.010220926,0.007941227,3.44E-05,0.0001777,0.000174026,2.07E-05
01-05 09:00:00+01:00,0.010171337,0.011112309,0.014623069,0.002557637,0.016145141,0.009418743,8.68E-05,0.009858685,0.008032012,0.009575156,0.009567016,0.00755115,0.007568307,0.005416995,0.007380466,0.007423377,7.52E-05,0.008229333,0.008160033,0.00484267,0.00016665,0.007977871,0.008439177,0.002201308,0.010217003,0.008145136,4.91E-05,0.000777744,0.00076166,1.00E-04
01-05 10:00:00+01:00,0.007095971,0.011679504,0.015438165,0.002488926,0.016390959,0.010443036,9.14E-05,0.010489032,0.00931944,0.009560486,0.010208248,0.009058667,0.008627635,0.005438652,0.008201153,0.007469581,0.000216045,0.008607536,0.008252798,0.006200154,0.00022085,0.007919885,0.008753678,0.003168916,0.010215311,0.008059083,6.93E-05,0.002200565,0.002155057,0.000276627
01-05 11:00:00+01:00,0.004361358,0.011204552,0.015681477,0.002443022,0.016506996,0.010733026,9.27E-05,0.010715044,0.01018413,0.009519629,0.01052909,0.009236239,0.009002323,0.005447344,0.008713129,0.007531186,0.00028806,0.00878785,0.008456745,0.006936637,0.00028885,0.007866732,0.00859997,0.003785767,0.01021634,0.007909425,6.96E-05,0.00331667,0.003248082,0.000453292
01-05 12:00:00+01:00,0.003447357,0.01033904,0.015632815,0.002421375,0.016833252,0.010717763,9.28E-05,0.010694083,0.010049623,0.009513396,0.010470539,0.008855198,0.009090601,0.005451035,0.008743937,0.00745418,0.000388628,0.008651801,0.008462231,0.007202632,0.000300682,0.007716935,0.008380034,0.004336094,0.010216177,0.007655006,7.50E-05,0.003751184,0.00367361,0.000732424
01-05 13:00:00+01:00,0.002872678,0.009365584,0.014975872,0.002417733,0.016509926,0.010534612,9.58E-05,0.010586446,0.01043393,0.009510158,0.009958421,0.008681325,0.00888462,0.005442777,0.00830882,0.007269365,0.000384355,0.00854179,0.008317524,0.007360412,0.000307723,0.007359357,0.008235259,0.002515781,0.010214319,0.007462322,7.52E-05,0.003639208,0.00356395,0.00069991
01-05 14:00:00+01:00,0.002045475,0.009081006,0.014087782,0.00239926,0.015876116,0.01037181,0.000102324,0.010031892,0.010395499,0.009569467,0.010419734,0.008347143,0.008533473,0.005432499,0.007887996,0.007469581,0.000293547,0.00864399,0.00827643,0.006898229,0.000257199,0.007443919,0.008195215,0.001868693,0.010206338,0.007391234,0.000108855,0.003123147,0.003058561,0.000415005
01-05 15:00:00+01:00,0.001428589,0.009412033,0.013893132,0.002390203,0.015401153,0.0102124,0.00011575,0.00988014,0.009799824,0.009591956,0.01028992,0.007681246,0.008362803,0.005424663,0.007820981,0.007993221,0.000127519,0.008934965,0.008439174,0.006549711,0.000211852,0.008118003,0.008425623,0.000647088,0.010197412,0.007746672,0.000129007,0.002042338,0.002000103,0.000148607
01-05 16:00:00+01:00,0.001105839,0.010268386,0.015073197,0.002430442,0.015249065,0.010595662,0.00013019,0.010903251,0.009588455,0.009626051,0.010336187,0.0072293,0.008470698,0.00544681,0.0081154,0.009286922,1.10E-05,0.009292338,0.008678053,0.006385443,0.000137791,0.009396106,0.00945969,0.000151189,0.010194081,0.008487479,0.000121337,0.000759487,0.000743781,1.65E-05
01-05 17:00:00+01:00,0.000873702,0.012708567,0.017031861,0.00250069,0.015841643,0.011733577,0.000135922,0.010812025,0.0098959,0.00963253,0.011836572,0.007188606,0.009347586,0.00544955,0.008988174,0.009964575,0,0.009493482,0.008760939,0.006342364,0.000137659,0.009748852,0.010149375,0,0.010195286,0.008816726,0.000108239,0.000149707,0.000146611,0
01-05 18:00:00+01:00,0.000791077,0.013453051,0.016885873,0.002551735,0.016610641,0.010914482,0.000135657,0.010616765,0.0098959,0.009611368,0.011891781,0.00823986,0.009324045,0.005432783,0.008936722,0.009979976,0,0.009391933,0.008739247,0.007769656,0.000137691,0.009521742,0.010169397,2.42E-05,0.010195752,0.00856792,9.84E-05,0,0,0
01-05 19:00:00+01:00,0.000552264,0.013413799,0.016910204,0.002552724,0.016710906,0.010142871,0.000123672,0.010522317,0.010741375,0.009597472,0.011338499,0.00849882,0.008788496,0.005418074,0.008415217,0.009656551,0,0.009003966,0.008467674,0.009728938,0.000137722,0.009152082,0.010240553,0,0.010200042,0.00820687,9.75E-05,0,0,0
01-05 20:00:00+01:00,0.000367818,0.01205698,0.016301924,0.002536935,0.016127567,0.009169454,0.000107952,0.009804634,0.011452343,0.009594164,0.010460581,0.008834235,0.007803714,0.005396751,0.007232145,0.009317724,0,0.008608187,0.008253492,0.010393277,0.000137683,0.008277464,0.01010317,0,0.010202099,0.00776912,0.000104381,0,0,0
01-05 21:00:00+01:00,0.000208887,0.010401843,0.015803133,0.002521056,0.015617455,0.008026452,8.93E-05,0.008643402,0.011106467,0.009601979,0.009238407,0.009024755,0.006866012,0.005368105,0.006425115,0.008840287,0,0.008179861,0.008039439,0.010058512,0.000137326,0.007045267,0.00974924,3.63E-05,0.010207441,0.007628816,9.45E-05,0,0,0
01-05 22:00:00+01:00,0.000114936,0.008549792,0.01414861,0.002519027,0.015763458,0.006905496,7.73E-05,0.007687971,0.010414714,0.009481793,0.008310542,0.008458126,0.007024912,0.005359838,0.006048755,0.008301245,0,0.007827696,0.007800032,0.009101708,0.000289268,0.005972531,0.009059247,0,0.010220327,0.00712185,4.67E-05,0,0,0
01-05 23:00:00+01:00,0.000194103,0.006691853,0.011241028,0.00251694,0.016067633,0.00586594,0.000152238,0.006586307,0.011144897,0.009242157,0.007109322,0.007475928,0.00716027,0.005368952,0.004893632,0.007377174,0,0.007424106,0.007689245,0.008132188,0.000606163,0.005288783,0.008575327,3.63E-05,0.010210346,0.006497028,4.46E-05,0,0,0
01-06 00:00:00+01:00,0.000444601,0.004969988,0.008686249,0.002486356,0.015614751,0.005185905,8.67E-05,0.005405153,0.011260189,0.00953412,0.005855107,0.006159548,0.006304961,0.005351932,0.003904933,0.006453102,0,0.007175442,0.007470599,0.006820637,0.000520722,0.004716173,0.007350588,3.63E-05,0.010225505,0.005999415,4.25E-05,0,0,0
01-06 01:00:00+01:00,0.000619985,0.003775411,0.006764082,0.002479956,0.015042452,0.004553354,8.32E-05,0.004817809,0.010971959,0.009537321,0.005635018,0.004714921,0.005410418,0.005339232,0.003252258,0.005852455,0,0.006962581,0.00739386,0.00544343,0.000481576,0.004414164,0.006011878,3.63E-05,0.010227388,0.005705711,4.44E-05,0,0,0
01-06 02:00:00+01:00,0.000420398,0.003080647,0.005389367,0.002481049,0.01464725,0.003963198,8.37E-05,0.00426136,0.010068838,0.009529335,0.005271454,0.003712376,0.004882716,0.005327967,0.002822223,0.005513629,0,0.006809607,0.007268568,0.004125132,0.000497035,0.004177389,0.004940231,3.63E-05,0.010226594,0.005557924,4.60E-05,0,0,0
01-06 03:00:00+01:00,0.000614143,0.002692704,0.00465943,0.002482135,0.013945395,0.00369695,8.45E-05,0.004089677,0.009588455,0.00952552,0.004792755,0.003138348,0.004376593,0.005320983,0.002758702,0.005390419,0,0.006710012,0.007203961,0.00335154,0.000487407,0.004172557,0.004281349,3.63E-05,0.010226018,0.005537346,4.69E-05,0,0,0
01-06 04:00:00+01:00,0.001257616,0.002626629,0.004525609,0.002484585,0.013492062,0.003625724,8.47E-05,0.003974699,0.008147304,0.009528981,0.004502441,0.002810332,0.004092143,0.005321287,0.002733929,0.005436623,0,0.006658587,0.007203086,0.002974735,0.000466774,0.004295777,0.003973008,0,0.010226209,0.005565407,4.63E-05,0,0,0
01-06 05:00:00+01:00,0.001669668,0.002912516,0.005109558,0.002491734,0.013524958,0.003808876,8.41E-05,0.004061221,0.006417924,0.009544925,0.004777287,0.002754224,0.004176497,0.005325748,0.002542414,0.005498228,0,0.006635152,0.007307014,0.002731576,0.00045481,0.004505975,0.004289974,0,0.010226539,0.005715065,4.37E-05,0,0,0
01-06 06:00:00+01:00,0.001568801,0.003755785,0.006520769,0.00249653,0.013737204,0.00432611,8.60E-05,0.004355727,0.006494785,0.009547642,0.005316276,0.002941046,0.004537453,0.005339929,0.002420772,0.005760048,0,0.006876004,0.007391963,0.002614538,0.000458901,0.005134154,0.00511735,2.42E-05,0.01022654,0.006130365,4.01E-05,0,0,0
01-06 07:00:00+01:00,0.001698164,0.004727278,0.007883318,0.002505154,0.014018172,0.005138421,9.07E-05,0.004688572,0.006379493,0.009558233,0.006105001,0.003429987,0.004747357,0.005358948,0.002777441,0.006268287,0,0.007288708,0.007503606,0.00287197,0.000446265,0.005793742,0.005990007,0.001106702,0.010224008,0.006931036,3.62E-05,0,0,1.24E-05
01-06 08:00:00+01:00,0.002303246,0.006047462,0.009671664,0.002544431,0.014374169,0.006179672,0.000167373,0.005359473,0.007705351,0.009420185,0.007109458,0.003918311,0.00560659,0.005379665,0.003713735,0.00656091,1.95E-07,0.007690345,0.007749497,0.003027415,0.000473277,0.006233467,0.007334879,0.00303587,0.010213353,0.007634428,3.31E-05,0.000170398,0.000166874,6.10E-05
01-06 09:00:00+01:00,0.003259811,0.007756243,0.01187364,0.002533166,0.014922584,0.007315891,8.81E-05,0.006416641,0.008973564,0.009344486,0.008153362,0.005167485,0.006499171,0.005386511,0.00492825,0.006992144,0.000118876,0.008207852,0.008041754,0.003476623,0.00031147,0.006378431,0.008359396,0.005116228,0.010223368,0.007963676,4.06E-05,0.000649946,0.000636505,0.000350782
01-06 10:00:00+01:00,0.004247973,0.00849811,0.013406507,0.002480526,0.015515387,0.008163815,8.34E-05,0.007089848,0.009434732,0.009336754,0.009197785,0.006444404,0.007809599,0.005395588,0.00591949,0.007854611,0.000333124,0.008539837,0.008165505,0.004846044,0.000259779,0.006296285,0.008815285,0.006277357,0.010224981,0.00813017,5.24E-05,0.001543316,0.001511401,0.000747832
01-06 11:00:00+01:00,0.005899161,0.00874867,0.014099947,0.002441139,0.015935824,0.008674266,8.39E-05,0.007529898,0.009684531,0.009301577,0.009721577,0.006926563,0.008374574,0.005402794,0.006733825,0.008193437,0.000522509,0.008736425,0.008319183,0.005799475,0.00028451,0.006368767,0.008932953,0.006972826,0.01022433,0.008135783,6.17E-05,0.00220665,0.002161017,0.000951918
