Period,Scenario,LoadLevel,Technology,GWh
2030,sc01,03-04 01:00:00+01:00,Wind,2.0244005163959997
2030,sc01,03-04 01:00:00+01:00,Oil,0.0
2030,sc01,03-04 01:00:00+01:00,Gas,0.0
2030,sc01,03-04 01:00:00+01:00,Nuclear,0.0
2030,sc01,03-04 01:00:00+01:00,Coal,0.0
2030,sc01,03-04 02:00:00+01:00,Solar,0.0
2030,sc01,03-04 02:00:00+01:00,Wind,1.969112853988
2030,sc01,03-04 02:00:00+01:00,Oil,0.0
2030,sc01,03-04 02:00:00+01:00,Gas,0.0
2030,sc01,03-04 02:00:00+01:00,Nuclear,0.0
2030,sc01,03-04 02:00:00+01:00,Coal,0.0
2030,sc01,03-04 03:00:00+01:00,Solar,0.0
2030,sc01,03-04 03:00:00+01:00,Wind,1.936275311348
2030,sc01,03-04 03:00:00+01:00,Oil,0.0
2030,sc01,03-04 03:00:00+01:00,Gas,0.0
