Period,Scenario,LoadLevel,MEUR
2030,sc01,06-09 01:00:00+02:00,0.019886678237599483
2030,sc01,06-09 02:00:00+02:00,0.019347591923030198
2030,sc01,06-09 03:00:00+02:00,0.01944149161011015
2030,sc01,06-09 04:00:00+02:00,0.019851420256206814
2030,sc01,06-09 05:00:00+02:00,0.020750022803476802
2030,sc01,06-09 06:00:00+02:00,0.02194874645944862
2030,sc01,06-09 07:00:00+02:00,0.022801105161038532
2030,sc01,06-09 08:00:00+02:00,0.02312323278593471
2030,sc01,06-09 09:00:00+02:00,0.023229253269002714
2030,sc01,06-09 10:00:00+02:00,0.023809296429725298
2030,sc01,06-09 11:00:00+02:00,0.024458988557209536
2030,sc01,06-09 12:00:00+02:00,0.024899886527219754
2030,sc01,06-09 13:00:00+02:00,0.025193452721858755
2030,sc01,06-09 14:00:00+02:00,0.025366612079639864
2030,sc01,06-09 15:00:00+02:00,0.0260207480972399
2030,sc01,06-09 16:00:00+02:00,0.02589889094531568
2030,sc01,06-09 17:00:00+02:00,0.02637801779389845
2030,sc01,06-09 18:00:00+02:00,0.02752068004755418
2030,sc01,06-09 19:00:00+02:00,0.028696528225103123
2030,sc01,06-09 20:00:00+02:00,0.028532138563677003
2030,sc01,06-09 21:00:00+02:00,0.026788541793178074
2030,sc01,06-09 22:00:00+02:00,0.024885866680680185
2030,sc01,06-09 23:00:00+02:00,0.02371801297876543
2030,sc01,06-10 00:00:00+02:00,0.022744885697523833
2030,sc01,06-10 01:00:00+02:00,0.021815995586571282
2030,sc01,06-10 02:00:00+02:00,0.020971446432660253
2030,sc01,06-10 03:00:00+02:00,0.020847567984302515
2030,sc01,06-10 04:00:00+02:00,0.02051299638612867
2030,sc01,06-10 05:00:00+02:00,0.021114451932424595
2030,sc01,06-10 06:00:00+02:00,0.022205972758590944
2030,sc01,06-10 07:00:00+02:00,0.02241741248984031
2030,sc01,06-10 08:00:00+02:00,0.022502090553561158
2030,sc01,06-10 09:00:00+02:00,0.023094580564532806
2030,sc01,06-10 10:00:00+02:00,0.023295653751170986
2030,sc01,06-10 11:00:00+02:00,0.022980357917166207
2030,sc01,06-10 12:00:00+02:00,0.023116265016715824
2030,sc01,06-10 13:00:00+02:00,0.023410248972084872
2030,sc01,06-10 14:00:00+02:00,0.024188409895193736
2030,sc01,06-10 15:00:00+02:00,0.024955196769874625
2030,sc01,06-10 16:00:00+02:00,0.02562138264647612
2030,sc01,06-10 17:00:00+02:00,0.025634470676187467
2030,sc01,06-10 18:00:00+02:00,0.02661861043693393
2030,sc01,06-10 19:00:00+02:00,0.02758138269300038
2030,sc01,06-10 20:00:00+02:00,0.027461074802964985
2030,sc01,06-10 21:00:00+02:00,0.025492995970508314
2030,sc01,06-10 22:00:00+02:00,0.023539225496625755
2030,sc01,06-10 23:00:00+02:00,0.022319043211185576
2030,sc01,06-11 00:00:00+02:00,0.02147966213834729
2030,sc01,06-11 01:00:00+02:00,0.020485109620056972
2030,sc01,06-11 02:00:00+02:00,0.020116193932960054
2030,sc01,06-11 03:00:00+02:00,0.020642909925460494
2030,sc01,06-11 04:00:00+02:00,0.02134993672889484
2030,sc01,06-11 05:00:00+02:00,0.022275290956401062
2030,sc01,06-11 06:00:00+02:00,0.023738468706393297
